ID,sentence,reference_Id
Q3_1_001,承天府中八物來朝，會室尊室溪略善謀斷。,"[""[[1541, 0], [1657, 0], [1657, 1739], [1541, 1739]]"", ""[[1495, 0], [1541, 0], [1541, 1739], [1495, 1739]]"", ""[[1362, 0], [1432, 0], [1432, 1739], [1362, 1739]]""]"
Q3_1_002,初授堂奇，太祖第十子也，有機熙尊朝，晉封總鎭祥郡公。,"[""[[1362, 0], [1432, 0], [1432, 1739], [1362, 1739]]"", ""[[1292, 0], [1362, 0], [1362, 1739], [1292, 1739]]""]"
Q3_1_003,裁決國政，受顧命，尊立神算。,"[""[[1292, 0], [1362, 0], [1362, 1739], [1292, 1739]]"", ""[[1245, 0], [1292, 0], [1292, 1739], [1245, 1739]]""]"
Q3_1_004,適廣南鎮守，淡反溪請斷，以大義發兵捕誘之，以功锡銅印黑轎。,"[""[[1245, 0], [1292, 0], [1292, 1739], [1245, 1739]]"", ""[[1192, 0], [1245, 0], [1245, 1739], [1192, 1739]]""]"
Q3_1_005,丙戌薨，贈佐理會臣特進上柱國，平章軍國大事總鎮郡公，證忠誼。,"[""[[1192, 0], [1245, 0], [1245, 1739], [1192, 1739]]"", ""[[1139, 0], [1192, 0], [1192, 1739], [1139, 1739]]""]"
Q3_1_006,嘉隆四年列在國初功臣上等，從祀太廟。,"[""[[1139, 0], [1192, 0], [1192, 1739], [1139, 1739]]"", ""[[1085, 0], [1139, 0], [1139, 1739], [1085, 1739]]"", ""[[1029, 0], [1085, 0], [1085, 1739], [1029, 1739]]""]"
Q3_1_007,明命十二年，晉封義興郡王。,"[""[[1029, 0], [1085, 0], [1085, 1739], [1029, 1739]]""]"
Q3_1_008,溪以懿新軒政，前後四十年，三雲尊室第四子也，有將才。,"[""[[1029, 0], [1085, 0], [1085, 1739], [1029, 1739]]"", ""[[882, 0], [964, 0], [964, 1739], [882, 1739]]"", ""[[818, 0], [882, 0], [882, 1739], [818, 1739]]""]"
Q3_1_009,初授掌奇，王子郫兵來侵旅年南二十，受命為元帥，出師拒之。,"[""[[818, 0], [882, 0], [882, 1739], [818, 1739]]"", ""[[762, 0], [818, 0], [818, 1739], [762, 1739]]""]"
Q3_1_010,軍渠河，遣諸將分屯要害，元有盜下，皆受節制，號令嚴明，人皆畏服。,"[""[[762, 0], [818, 0], [818, 1739], [762, 1739]]"", ""[[712, 0], [762, 0], [762, 1739], [712, 1739]]"", ""[[650, 0], [712, 0], [712, 1739], [650, 1739]]""]"
Q3_1_011,鄭兵渡𤅷江勢甚獗，通號寧填壕夷塹壘，幾陷守將張福崗欲棄鎭寧，退保每而墨筋急止之，曰：,"[""[[650, 0], [712, 0], [712, 1739], [650, 1739]]"", ""[[595, 0], [650, 0], [650, 1739], [595, 1739]]"", ""[[540, 0], [595, 0], [595, 1739], [540, 1739]]""]"
Q3_1_012,「我軍一退敵必乘之，,"[""[[540, 0], [595, 0], [595, 1739], [540, 1739]]""]"
Q3_1_013,宜悉力固守，,"[""[[540, 0], [595, 0], [595, 1739], [540, 1739]]"", ""[[485, 0], [540, 0], [540, 1739], [485, 1739]]""]"
Q3_1_014,我必赴援」，,"[""[[485, 0], [540, 0], [540, 1739], [485, 1739]]""]"
Q3_1_015,即使馳報有鑑移兵援鐘寧而自守沙阜壘，,"[""[[485, 0], [540, 0], [540, 1739], [485, 1739]]"", ""[[426, 0], [485, 0], [485, 1739], [426, 1739]]""]"
Q3_1_016,賊攻鎭寧不能拔，,"[""[[426, 0], [485, 0], [485, 1739], [426, 1739]]""]"
Q3_1_017,遂夜遁，,"[""[[426, 0], [485, 0], [485, 1739], [426, 1739]]""]"
Q3_1_018,協率兵追至棟第山而還捷聞，,"[""[[426, 0], [485, 0], [485, 1739], [426, 1739]]"", ""[[368, 0], [426, 0], [426, 1739], [368, 1739]]""]"
Q3_1_019,賞黃金一百兩，,"[""[[368, 0], [426, 0], [426, 1739], [368, 1739]]""]"
Q3_1_020,白金一百兩，,"[""[[314, 0], [368, 0], [368, 1739], [314, 1739]]""]"
Q3_1_021,錦五十疋。,"[""[[314, 0], [368, 0], [368, 1739], [314, 1739]]""]"
Q3_1_022,及平賊，遣屏絕爻記講小菴奉佛談玄自樂，乙卯薨，贈明義功臣，輔國上將軍，錦衣衛都督掌府事少尉，協郡月月公謚全節。,"[""[[314, 0], [368, 0], [368, 1739], [314, 1739]]"", ""[[259, 0], [314, 0], [314, 1739], [259, 1739]]"", ""[[130, 0], [259, 0], [259, 1739], [130, 1739]]"", ""[[1750, 0], [1815, 0], [1815, 1768], [1750, 1768]]""]"
Q3_2_023,嘉隆四年列開國功臣上等，從祀原日命十二年，追封國威公。,"[""[[1750, 0], [1815, 0], [1815, 1768], [1750, 1768]]"", ""[[1703, 0], [1750, 0], [1750, 1768], [1703, 1768]]""]"
Q3_2_024,尊室四顯尊第四子也，初授内右該日隊，体豐肥。,"[""[[1640, 0], [1703, 0], [1703, 1768], [1640, 1768]]"", ""[[1561, 0], [1640, 0], [1640, 1768], [1561, 1768]]""]"
Q3_2_025,有器度，溥涉書史，尤長國世尊即位，泗以才為衆所忌，乃致事放懷，風月觴詠有方。,"[""[[1561, 0], [1640, 0], [1640, 1768], [1561, 1768]]"", ""[[1475, 0], [1561, 0], [1561, 1768], [1475, 1768]]"", ""[[1386, 0], [1475, 0], [1475, 1768], [1386, 1768]]""]"
Q3_2_026,界自嫂癸酉薨，贈少師倫國公子昱，為人博學，睿尊朝爲掌奇領刑部事，朝廷倚以爲重。,"[""[[1386, 0], [1475, 0], [1475, 1768], [1386, 1768]]"", ""[[1309, 0], [1386, 0], [1386, 1768], [1309, 1768]]""]"
Q3_2_027,權臣張福巒以昱爲國尊臣，有盛名，欲引爲助，乃妻以友。,"[""[[1309, 0], [1386, 0], [1386, 1768], [1309, 1768]]"", ""[[1254, 0], [1309, 0], [1309, 1768], [1254, 1768]]"", ""[[1197, 0], [1254, 0], [1254, 1768], [1197, 1768]]""]"
Q3_2_028,昱守正不阿，巒惡之，使人告昱謀反，按之無狀，遂罷歸，號所居堂曰靜遠堂，日與幕客吟詠爲樂，絶口不言國事。,"[""[[1197, 0], [1254, 0], [1254, 1768], [1197, 1768]]"", ""[[1141, 0], [1197, 0], [1197, 1768], [1141, 1768]]"", ""[[1095, 0], [1141, 0], [1141, 1768], [1095, 1768]]""]"
Q3_2_029,是工於詩，尤善奕，解音樂，人傳南琴是其所製雲。,"[""[[1095, 0], [1141, 0], [1141, 1768], [1095, 1768]]"", ""[[1042, 0], [1095, 0], [1095, 1768], [1042, 1768]]""]"
Q3_2_030,尊室丙申春，與其兄尊室鬚討賊於廣南，為賊所敗，須不知所終。,"[""[[1042, 0], [1095, 0], [1095, 1768], [1042, 1768]]"", ""[[862, 0], [921, 0], [921, 1768], [862, 1768]]"", ""[[808, 0], [862, 0], [862, 1768], [808, 1768]]""]"
Q3_2_031,春遂泛海，八嘉定及龍川失守，春與鄭天賜如暹求援，暹王疑之，遂遇祀中興功臣廟，唐贈少傳郡公列。,"[""[[808, 0], [862, 0], [862, 1768], [808, 1768]]"", ""[[747, 0], [808, 0], [808, 1768], [747, 1768]]"", ""[[652, 0], [747, 0], [747, 1768], [652, 1768]]""]"
Q3_2_032,尊室是子也，初逢興祖第五，睿尊。,"[""[[652, 0], [747, 0], [747, 1768], [652, 1768]]"", ""[[588, 0], [652, 0], [652, 1768], [588, 1768]]""]"
Q3_2_033,八嘉定嘗從征伐，授少傅郡公。,"[""[[588, 0], [652, 0], [652, 1768], [588, 1768]]""]"
Q3_2_034,壬寅西山八寇，世祖幸富國島，是與朱文接，分部諸將攻賊將杜閉蟄於牛渚，大破之，賊奔歸仁，收復柴提。,"[""[[588, 0], [652, 0], [652, 1768], [588, 1768]]"", ""[[524, 0], [588, 0], [588, 1768], [524, 1768]]"", ""[[470, 0], [524, 0], [524, 1768], [470, 1768]]""]"
Q3_2_035,癸卯西山復八寇，是守魚角堡，堡陷，走渡浮橋落一從己水，薨贈錦衣掌衛事。,"[""[[470, 0], [524, 0], [524, 1768], [470, 1768]]"", ""[[413, 0], [470, 0], [470, 1768], [413, 1768]]"", ""[[320, 0], [413, 0], [413, 1768], [320, 1768]]""]"
Q3_2_036,嘉隆四年贈少傅郡公，太廟十三年加贈太傅毅公。,"[""[[320, 0], [413, 0], [413, 1768], [320, 1768]]"", ""[[241, 0], [320, 0], [320, 1768], [241, 1768]]""]"
Q3_2_037,明命五年改從祀，十一世廟，十二年封安邊郡王。,"[""[[241, 0], [320, 0], [320, 1768], [241, 1768]]"", ""[[192, 0], [241, 0], [241, 1768], [192, 1768]]""]"
