ID,sentence,reference_Id
Q4_1_001,大南一統志卷之四，承天府土產，草類本草：,"[""[[1711, 0], [1795, 0], [1795, 1728], [1711, 1728]]"", ""[[1624, 0], [1672, 0], [1672, 1728], [1624, 1728]]"", ""[[1488, 0], [1561, 0], [1561, 1728], [1488, 1728]]"", ""[[1378, 0], [1454, 0], [1454, 1728], [1378, 1728]]"", ""[[1307, 0], [1378, 0], [1378, 1728], [1307, 1728]]""]"
Q4_1_002,一名黃芝，一名戊己芝，一名野生州薑（一名救窮草），根如嫩生薑而黄色，人服延年，在處有之，惟廣平為多，人幹本草：,"[""[[1307, 0], [1378, 0], [1378, 1728], [1307, 1728]]"", ""[[1251, 0], [1307, 0], [1307, 1728], [1251, 1728]]"", ""[[1141, 0], [1193, 0], [1193, 1728], [1141, 1728]]"", ""[[1088, 0], [1141, 0], [1141, 1728], [1088, 1728]]""]"
Q4_1_003,一名貫節，一名黑狗眷，一名鳳尾草，能治失血破蟲止痰氣，葉可蓋屋，處處有之耳，俗名檀將。,"[""[[1088, 0], [1141, 0], [1141, 1728], [1088, 1728]]"", ""[[1034, 0], [1088, 0], [1088, 1728], [1034, 1728]]"", ""[[921, 0], [975, 0], [975, 1728], [921, 1728]]""]"
Q4_1_004,本草：一名芸蒿，一名山菜禮，大月令孟冬月，芸始生，即此生海岸為佳，能除虛勞解臟熱，止頭痛，救荒。,"[""[[921, 0], [975, 0], [975, 1728], [921, 1728]]"", ""[[868, 0], [921, 0], [921, 1728], [868, 1728]]"", ""[[814, 0], [868, 0], [868, 1728], [814, 1728]]""]"
Q4_1_005,本草採月苗葉，爍熟換水淘去苦味，油鹽調食，俗名萜指天。,"[""[[814, 0], [868, 0], [868, 1728], [814, 1728]]"", ""[[757, 0], [814, 0], [814, 1728], [757, 1728]]"", ""[[703, 0], [757, 0], [757, 1728], [703, 1728]]""]"
Q4_1_006,本草：苗高一二尺，色似那龍府蒿，葉如野菊，嫩辰可食能治頭風痰痛，俗名清吟。,"[""[[703, 0], [757, 0], [757, 1728], [703, 1728]]"", ""[[646, 0], [703, 0], [703, 1728], [646, 1728]]"", ""[[591, 0], [646, 0], [646, 1728], [591, 1728]]""]"
Q4_1_007,本草：一名陵遊花，極媚，能殺山蟲，除熱毒，救荒。,"[""[[591, 0], [646, 0], [646, 1728], [591, 1728]]"", ""[[531, 0], [591, 0], [591, 1728], [531, 1728]]""]"
Q4_1_008,本草採葉蝶熟換水浸淘去苦味，油鹽調食，勿空三，俗名榦三七。,"[""[[531, 0], [591, 0], [591, 1728], [531, 1728]]"", ""[[476, 0], [531, 0], [531, 1728], [476, 1728]]""]"
Q4_1_009,本腹服鉷，使人溺不禁。,"[""[[476, 0], [531, 0], [531, 1728], [476, 1728]]"", ""[[419, 0], [476, 0], [476, 1728], [419, 1728]]""]"
Q4_1_010,草：一名山膝，一名金不換，其葉左三右四，故名，能金系，俗治金瘡折傷出血及上下諸血，乾紙草線堅勁，能療衂血血崩。,"[""[[419, 0], [476, 0], [476, 1728], [419, 1728]]"", ""[[363, 0], [419, 0], [419, 1728], [363, 1728]]"", ""[[306, 0], [363, 0], [363, 1728], [306, 1728]]"", ""[[250, 0], [306, 0], [306, 1728], [250, 1728]]""]"
Q4_1_011,相山三俗傳方，血崩症合馬鞭草煎服，殊效。,"[""[[250, 0], [306, 0], [306, 1728], [250, 1728]]"", ""[[192, 0], [250, 0], [250, 1728], [192, 1728]]""]"
Q4_1_012,名矩城連本草：一名山高良薑草，一名蠻薑，能俗名楹蔭，本治胃寒及風痺腕痛。,"[""[[192, 0], [250, 0], [250, 1728], [192, 1728]]"", ""[[1717, 0], [1830, 0], [1830, 1725], [1717, 1725]]"", ""[[1637, 0], [1717, 0], [1717, 1725], [1637, 1725]]""]"
Q4_2_013,類腋注九歌采芳洲兮辣，能除痛。,"[""[[1637, 0], [1717, 0], [1717, 1725], [1637, 1725]]""]"
Q4_2_014,山杜若本草：杜若今楚中辰有之，人味辛，或以大者爲高。,"[""[[1637, 0], [1717, 0], [1717, 1725], [1637, 1725]]"", ""[[1568, 0], [1637, 0], [1637, 1725], [1568, 1725]]"", ""[[1497, 0], [1568, 0], [1568, 1725], [1497, 1725]]""]"
Q4_2_015,益智子雲子如筆毫長艮三分，二月開花色若蓮花，著寔五六月熟務創。,"[""[[1497, 0], [1568, 0], [1568, 1725], [1497, 1725]]"", ""[[1426, 0], [1497, 0], [1497, 1725], [1426, 1725]]""]"
Q4_2_016,務科有務育、務濟、務衛、務創（創）。,"[""[[1359, 0], [1426, 0], [1426, 1725], [1359, 1725]]""]"
Q4_2_017,司張津嘗作益智餅餽魏武，薑菱草一名葺撥。,"[""[[1359, 0], [1426, 0], [1426, 1725], [1359, 1725]]"", ""[[1286, 0], [1359, 0], [1359, 1725], [1286, 1725]]""]"
Q4_2_018,帝能和三焦塡精，看月谷名蒞空，本草一名蒟醬，一名土能治夫苗蓽芡，能解瘴癘，去胸中惡氣。,"[""[[1216, 0], [1286, 0], [1286, 1725], [1216, 1725]]"", ""[[1154, 0], [1216, 0], [1216, 1725], [1154, 1725]]""]"
Q4_2_019,諺曰：「可以忘憂」。,"[""[[1154, 0], [1216, 0], [1216, 1725], [1154, 1725]]"", ""[[1034, 0], [1154, 0], [1154, 1725], [1034, 1725]]""]"
Q4_2_020,檳榔芙舊治所甘松，香味鹹，近海皆有之。,"[""[[1034, 0], [1154, 0], [1154, 1725], [1034, 1725]]""]"
Q4_2_021,本草一俗名蔞酹，葉苗似水葇葉，大南一統志卷四名苦彌哆，音扯細葉，引蔓叢生，可合諸香作以卯篇而氣湯浴，令人身香。,"[""[[1034, 0], [1154, 0], [1154, 1725], [1034, 1725]]"", ""[[913, 0], [1034, 0], [1034, 1725], [913, 1725]]"", ""[[867, 0], [913, 0], [913, 1725], [867, 1725]]""]"
